County Code, County Name, District Code, District Name, School Code, School Name, Address1, City, State, Zip, Phone
03,BERGEN,0290,Bergen County Vocational Technical Schools,030,Bergen County Technical High School - Paramus,E.285 Pascack Road,Paramus,NJ,07652-4237,(201)343-6000
03,BERGEN,0290,Bergen County Vocational Technical Schools,070,Bergen County Technical High School - Teterboro,504 Route 46 West,Teterboro,NJ,07608,(201)440-0011
03,BERGEN,0290,Bergen County Vocational Technical Schools,015,Bergen County Technical Schools Adult & Continuing Education,200A Hackensack Avenue,Hackensack,NJ,07601,(201)343-6000
03,BERGEN,0300,Bergenfield Borough School District,020,Bergenfield High School,80 S PROSPECT AVE,BERGENFIELD,NJ,07621-1958,(201)385-8600
03,BERGEN,0300,Bergenfield Borough School District,040,Franklin Elementary School,2 N  FRANKLIN AVENUE,BERGENFIELD,NJ,07621,(201)385-8581
03,BERGEN,0300,Bergenfield Borough School District,050,Hoover Elementary School,273 MURRAY HILL TERRACE,BERGENFIELD,NJ,07621,(201)385-8582
03,BERGEN,0300,Bergenfield Borough School District,060,Jefferson Elementary School,200 HICKORY AVENUE,BERGENFIELD,NJ,07621,(201)385-8804
03,BERGEN,0300,Bergenfield Borough School District,070,Lincoln Elementary School,115 HIGHVIEW AVENUE,BERGENFIELD,NJ,07621,(201)385-8759
03,BERGEN,0300,Bergenfield Borough School District,075,Roy W. Brown Middle School,130 S WASHINGTON AVE,BERGENFIELD,NJ,07621-2902,(201)385-8847
03,BERGEN,0300,Bergenfield Borough School District,080,Washington Elementary School,49 S  SUMMIT STREET,BERGENFIELD,NJ,07621,(201)385-8771
03,BERGEN,0440,Bogota Public Schools,020,Bogota Jr./Sr. High School,2 HENRY C  LUTHIN PLACE,BOGOTA,NJ,07603,(201)441-4808
03,BERGEN,0440,Bogota Public Schools,030,E. Roy Bixby,25 FISCHER AVE,BOGOTA,NJ,07603,(201)441-4834
03,BERGEN,0440,Bogota Public Schools,050,Lillian M. Steen,152 W. Main,BOGOTA,NJ,07603,(201)342-6446
03,BERGEN,0740,CARLSTADT PUBLIC SCHOOL,050,CARLSTADT PUBLIC SCHOOL,550 WASHINGTON STREET,CARLSTADT,NJ,07072,(201)672-3000
03,BERGEN,0930,CLOSTER PUBLIC SCHOOLS,050,HILLSIDE ELEMENTARY SCHOOL,340 HOMANS AVENUE,CLOSTER,NJ,07624-2907,(201)768-3860
03,BERGEN,0930,CLOSTER PUBLIC SCHOOLS,060,TENAKILL MIDDLE SCHOOL,275 HIGH STREET,CLOSTER,NJ,07624-1809,(201)768-1332
03,BERGEN,0745,Carlstadt-East Rutherford Regional High School,050,HENRY P. BECTON REGIONAL HIGH SCHOOL,120 PATERSON AVENUE,EAST RUTHERFORD,NJ,07073,(201)935-3007
03,BERGEN,0890,Cliffside Park School DIstrict,030,Cliffside Park High School,64 RIVERVIEW AVENUE,CLIFFSIDE PARK,NJ,07010,(201)313-2370
03,BERGEN,0890,Cliffside Park School DIstrict,050,School #3,397 PALISADE AVENUE,CLIFFSIDE PARK,NJ,07010,(201)313-2330
03,BERGEN,0890,Cliffside Park School DIstrict,060,School #4,279 COLUMBIA AVENUE,CLIFFSIDE PARK,NJ,07010,(201)313-2340
03,BERGEN,0890,Cliffside Park School DIstrict,070,School #5,214 DAY AVE,CLIFFSIDE PARK,NJ,07010,(201)313-2350
03,BERGEN,0890,Cliffside Park School DIstrict,080,School #6,440 OAKDENE AVE,CLIFFSIDE PARK,NJ,07010,(201)313-2360
03,BERGEN,0990,Cresskill Public School District,040,Cresskill High School,1 LINCOLN DR,CRESSKILL,NJ,07626-1145,(201)227-7791
03,BERGEN,0990,Cresskill Public School District,045,Cresskill Middle School,1 LINCOLN DR,CRESSKILL,NJ,07626,(201)227-7791
03,BERGEN,0990,Cresskill Public School District,050,Edward H. Bryan,51 BROOKSIDE AVE,CRESSKILL,NJ,07626,(201)227-7791
03,BERGEN,0990,Cresskill Public School District,060,Merritt Memorial,1 DOGWOOD LANE,CRESSKILL,NJ,07626,(201)227-7791
03,BERGEN,1070,Demarest School District,030,County Road School,130 COUNTY RD,DEMAREST,NJ,07627-2431,(201)768-6256
03,BERGEN,1070,Demarest School District,040,Demarest Middle School,568 PIERMONT RD,DEMAREST,NJ,07627-1617,(201)768-6061
03,BERGEN,1070,Demarest School District,050,Luther Lee Emerson School,15 COLUMBUS ROAD,DEMAREST,NJ,07627,(201)784-2084
03,BERGEN,1130,Dumont Board of Education,040,Dumont High School,101 NEW MILFORD AVE,DUMONT,NJ,07628-2913,(201)387-3000
03,BERGEN,1130,Dumont Board of Education,050,Grant Elementary School,100 GRANT AVE,DUMONT,NJ,07628-1650,(201)387-3050
03,BERGEN,1130,Dumont Board of Education,060,Honiss Elementary\Middle School,31 DEPEW ST,DUMONT,NJ,07628-3601,(201)387-3020
03,BERGEN,1130,Dumont Board of Education,070,Lincoln Elementary School,80 PROSPECT AVE,DUMONT,NJ,07628-2736,(201)387-3040
03,BERGEN,1130,Dumont Board of Education,080,Selzer Elementary\Middle School,435 PROSPECT AVE,DUMONT,NJ,07628-1417,(201)387-3030
03,BERGEN,1230,East Rutherford School District,040,ALFRED S. FAUST,100 Uhland Street,East Rutherford,NJ,07073,(201)804-3110
03,BERGEN,1230,East Rutherford School District,080,MCKENZIE SCHOOL,125 CARLTON AVENUE,EAST RUTHERFORD,NJ,07073,(201)531-1235
03,BERGEN,1270,Edgewater School District,050,Eleanor Van Gelder,251 UNDERCLIFF AVE,EDGEWATER,NJ,07020-1112,(201)945-4106
03,BERGEN,1270,Edgewater School District,300,George Washington School,801 Undercliff Ave,Edgewater,NJ,07020,(201)945-4106
03,BERGEN,1345,Elmwood Park Board of Education,070,Gantner Avenue School,99 ROOSEVELT AVE,ELMWOOD PARK,NJ,07407-1152,(201)796-8700
03,BERGEN,1345,Elmwood Park Board of Education,080,Gilbert Avenue School,151 GILBERT AVENUE,ELMWOOD PARK,NJ,07407,(201)796-8700
03,BERGEN,1345,Elmwood Park Board of Education,060,Memorial Middle School,375 RIVER DRIVE,ELMWOOD PARK,NJ,07407-1622,(201)796-8700
03,BERGEN,1345,Elmwood Park Board of Education,050,Memorial Senior High School,375 RIVER DR,ELMWOOD PARK,NJ,07407-1622,(201)796-8700
03,BERGEN,1345,Elmwood Park Board of Education,090,Sixteenth Avenue School,73 SIXTEENTH AVENUE,ELMWOOD PARK,NJ,07407-2925,(201)796-8700
03,BERGEN,1360,Emerson Public Schools,050,Emerson Jr Sr High,131 Main Street,Emerson,NJ,07630,(201)262-4447
03,BERGEN,1360,Emerson Public Schools,070,Memorial School,1 Haines Avenue,Emerson,NJ,07630,(201)599-7580
03,BERGEN,1360,Emerson Public Schools,060,Patrick M Villano School,175 Linwood Avenue,Emerson,NJ,07630-1847,(201)262-4049
03,BERGEN,1380,Englewood Cliffs Public Schools,040,North Cliff School,700 FLOYD ST,ENGLEWOOD CLIFFS,NJ,07632,(201)567-4770
03,BERGEN,1380,Englewood Cliffs Public Schools,060,Upper School,143 CHARLOTTE PL,ENGLEWOOD CLIFFS,NJ,07632,(201)567-6151
03,BERGEN,1370,Englewood Public School District,070,Donald A. Quarles Early Childhood Center,186 Davison Place,ENGLEWOOD,NJ,07631,(201)862-6113
03,BERGEN,1370,Englewood Public School District,086,Dr. John Grieco Elementary School,50 Durie Ave,Englewood,NJ,07631,(201)862-6164
03,BERGEN,1370,Englewood Public School District,060,Dr. Leroy McCloud Elementary School,325 TENAFLY RD,ENGLEWOOD,NJ,07631-1742,(201)862-6154
03,BERGEN,1370,Englewood Public School District,040,Dwight Morrow High School/Academies@Englewood,274 KNICKERBOCKER RD,ENGLEWOOD,NJ,07631-1534,(201)862-6049
03,BERGEN,1370,Englewood Public School District,076,Janis E. Dismus Middle School,325 Tryon Avenue,ENGLEWOOD,NJ,07631,(201)862-6013
03,BERGEN,1580,FRANKLIN LAKES PUBLIC SCHOOLS,040,COLONIAL ROAD SCHOOL,749 COLONIAL ROAD,FRANKLIN LAKES,NJ,07417,(201)337-0336
03,BERGEN,1580,FRANKLIN LAKES PUBLIC SCHOOLS,015,FRANKLIN AVENUE MIDDLE SCHOOL,755 FRANKLIN AVENUE,FRANKLIN LAKES,NJ,07417,(201)891-0202
03,BERGEN,1580,FRANKLIN LAKES PUBLIC SCHOOLS,020,HIGH MOUNTAIN ROAD SCHOOL,765 HIGH MOUNTAIN RD,FRANKLIN LAKES,NJ,07417-2914,(201)891-4433
03,BERGEN,1580,FRANKLIN LAKES PUBLIC SCHOOLS,030,WOODSIDE AVENUE SCHOOL,305 WOODSIDE AVE,FRANKLIN LAKES,NJ,07417-2030,(201)891-5600
03,BERGEN,1450,Fair Lawn Public Schools,050,FAIR LAWN HIGH SCHOOL,14  00 BERDAN AVENUE,FAIR LAWN,NJ,07410,(201)794-5455
03,BERGEN,1450,Fair Lawn Public Schools,080,HENRY B. MILNES ELEMENTARY SCHOOL,8-01 PHILLIP ST,FAIR LAWN,NJ,07410,(201)794-5550
03,BERGEN,1450,Fair Lawn Public Schools,085,JOHN A. FORREST ELEMENTARY SCHOOL,10 - 00 HOPPER AVE,FAIR LAWN,NJ,07410-1815,(201)794-5565
03,BERGEN,1450,Fair Lawn Public Schools,100,LYNCREST ELEMENTARY SCHOOL,9-04 MORLOT AVE,FAIR LAWN,NJ,07410,(201)794-5555
03,BERGEN,1450,Fair Lawn Public Schools,070,MEMORIAL MIDDLE SCHOOL,12 - 00 FIRST STREET,FAIR LAWN,NJ,07410,(201)794-5470
03,BERGEN,1450,Fair Lawn Public Schools,110,RADBURN ELEMENTARY SCHOOL,18-00 RADBURN RD,FAIR LAWN,NJ,07410,(201)794-5480
03,BERGEN,1450,Fair Lawn Public Schools,060,THOMAS JEFFERSON MIDDLE SCHOOL,35 - 01 MORLOT AVENUE,FAIR LAWN,NJ,07410-4919,(201)703-2240
03,BERGEN,1450,Fair Lawn Public Schools,140,WARREN POINT ELEMENTARY SCHOOL,30-07 BROADWAY,FAIR LAWN,NJ,07410-3918,(201)794-5571
03,BERGEN,1450,Fair Lawn Public Schools,160,WESTMORELAND ELEMENTARY SCHOOL,16-50 PARMALEE  AVE,FAIR LAWN,NJ,07410,(201)794-5490
03,BERGEN,1470,Fairview Public Schools,060,Lincoln School,140 ANDERSON  AVENUE,FAIRVIEW,NJ,07022,(201)943-0560
03,BERGEN,1470,Fairview Public Schools,065,Lincoln School Annex,130 HAMILTON AVENUE,FAIRVIEW,NJ,07022,(201)943-0564
03,BERGEN,1470,Fairview Public Schools,080,Number Three School,403 CLIFF STREET,FAIRVIEW,NJ,07022,(201)943-0563
03,BERGEN,1550,Fort Lee Public Schools,050,Fort Lee High School,3000 LEMOINE AVE,FORT LEE,NJ,07024,(201)585-4675
03,BERGEN,1550,Fort Lee Public Schools,100,Lewis F. Cole Middle School,467 STILLWELL AVENUE,FORT LEE,NJ,07024-2140,(201)585-4660
03,BERGEN,1550,Fort Lee Public Schools,060,School No. 1,250 HOYM STREET,FORT LEE,NJ,07024,(201)585-4620
03,BERGEN,1550,Fort Lee Public Schools,070,School No. 2,2047 JONES ROAD,FORT LEE,NJ,07024,(201)585-4630
03,BERGEN,1550,Fort Lee Public Schools,080,School No. 3,2405 SECOND STREET,FORT LEE,NJ,07024,(201)585-4640
03,BERGEN,1550,Fort Lee Public Schools,090,School No. 4,1193 ANDERSON AVE,FORT LEE,NJ,07024-1761,(201)585-4650
03,BERGEN,1700,GARFIELD PUBLIC SCHOOL DISTRICT,080,ABRAHAM LINCOLN SCHOOL #6,111 PALISADE AVE,GARFIELD,NJ,07026,(973)340-5036
03,BERGEN,1700,GARFIELD PUBLIC SCHOOL DISTRICT,060,CHRISTOPHER COLUMBUS SCHOOL #8,147 CEDAR STREET,GARFIELD,NJ,07026,(973)340-5038
03,BERGEN,1700,GARFIELD PUBLIC SCHOOL DISTRICT,301,GARFIELD AUXILIARY MS/HS,43 CLIFTON AVE,CLIFTON,NJ,07011,(973)272-7465
03,BERGEN,1700,GARFIELD PUBLIC SCHOOL DISTRICT,040,GARFIELD EARLY CHILDHOOD LEARNING CENTER,241 RAY STREET,GARFIELD,NJ,07026,(973)253-6615
03,BERGEN,1700,GARFIELD PUBLIC SCHOOL DISTRICT,050,GARFIELD HIGH SCHOOL,500 PALISADE AVE,GARFIELD,NJ,07026-2637,(973)340-5010
03,BERGEN,1700,GARFIELD PUBLIC SCHOOL DISTRICT,070,GARFIELD MIDDLE SCHOOL,175 LANZA AVE,GARFIELD,NJ,07026,(973)340-5039
03,BERGEN,1700,GARFIELD PUBLIC SCHOOL DISTRICT,302,GARFIELD PUBLIC PRESCHOOL 3 @ HEADSTART,155 MIDLAND AVE,GARFIELD,NJ,07026,(973)772-0016
03,BERGEN,1700,GARFIELD PUBLIC SCHOOL DISTRICT,086,GARFIELD PUBLIC PRESCHOOL ANNEX,454 OUTWATER LANE,GARFIELD,NJ,07026,(973)340-5222
